bench,ORDER,n,t
create,0,1,5.0704e-05
create,0,15,8.5508e-05
create,0,31,0.000104492
create,0,47,0.000112402
create,0,63,0.000120312
create,0,79,0.000120312
create,0,95,0.000128222
create,0,111,0.000128222
create,0,127,0.000136132
create,0,143,0.000128222
create,0,159,0.000136132
create,0,175,0.000136132
create,0,191,0.000144042
create,0,207,0.000136132
create,0,223,0.000144042
create,0,239,0.000144042
create,0,255,0.000151952
create,0,271,0.000137714
create,0,287,0.000145624
create,0,303,0.000145624
create,0,319,0.000153534
create,0,335,0.000145624
create,0,351,0.000153534
create,0,367,0.000153534
create,0,383,0.000161444
create,0,399,0.000147206
create,0,415,0.000155116
create,0,431,0.000156698
create,0,447,0.000164608
create,0,463,0.000156698
create,0,479,0.000164608
create,0,495,0.000164608
create,0,511,0.000172518
create,0,527,0.000147206
create,0,543,0.000155116
create,0,559,0.000155116
create,0,575,0.000163026
create,0,591,0.000155116
create,0,607,0.000163026
create,0,623,0.000163026
create,0,639,0.000170936
create,0,655,0.000156698
create,0,671,0.000164608
create,0,687,0.000167772
create,0,703,0.000175682
create,0,719,0.000167772
create,0,735,0.000175682
create,0,751,0.000175682
create,0,767,0.000183592
create,0,783,0.00015828
create,0,799,0.00016619
create,0,815,0.00016619
create,0,831,0.0001741
create,0,847,0.00016619
create,0,863,0.0001741
create,0,879,0.0001741
create,0,895,0.00018201
create,0,911,0.000167772
create,0,927,0.000178846
create,0,943,0.000178846
create,0,959,0.000186756
create,0,975,0.000178846
create,0,991,0.000186756
create,0,1007,0.000186756
create,0,1023,0.000194666
create,0,1039,0.000156698
create,0,1055,0.000164608
create,0,1071,0.000164608
create,0,1087,0.000172518
create,0,1103,0.000164608
create,0,1119,0.000172518
create,0,1135,0.000172518
create,0,1151,0.000180428
create,0,1167,0.00016619
create,0,1183,0.000178846
create,0,1199,0.000178846
create,0,1215,0.000186756
create,0,1231,0.000178846
create,0,1247,0.000186756
create,0,1263,0.000186756
create,0,1279,0.000194666
create,0,1295,0.000169354
create,0,1311,0.000177264
create,0,1327,0.000177264
create,0,1343,0.000185174
create,0,1359,0.000177264
create,0,1375,0.000185174
create,0,1391,0.000185174
create,0,1407,0.000193084
create,0,1423,0.000178846
create,0,1439,0.00018992
create,0,1455,0.00018992
create,0,1471,0.000199412
create,0,1487,0.00018992
create,0,1503,0.000199412
create,0,1519,0.000199412
create,0,1535,0.000208904
create,0,1551,0.000167772
create,0,1567,0.000175682
create,0,1583,0.000175682
create,0,1599,0.000183592
create,0,1615,0.000175682
create,0,1631,0.000183592
create,0,1647,0.000183592
create,0,1663,0.000191502
create,0,1679,0.000177264
create,0,1695,0.00018992
create,0,1711,0.00018992
create,0,1727,0.000199412
create,0,1743,0.00018992
create,0,1759,0.000199412
create,0,1775,0.000199412
create,0,1791,0.000208904
create,0,1807,0.000180428
create,0,1823,0.000188338
create,0,1839,0.000188338
create,0,1855,0.00019783
create,0,1871,0.000188338
create,0,1887,0.00019783
create,0,1903,0.00019783
create,0,1919,0.000207322
create,0,1935,0.000193084
create,0,1951,0.000202576
create,0,1967,0.000202576
create,0,1983,0.000212068
create,0,1999,0.000202576
create,0,2015,0.000212068
create,0,2031,0.000212068
create,0,2047,0.000219978
create,0,2063,0.00016619
create,0,2079,0.0001741
create,0,2095,0.0001741
create,0,2111,0.00018201
create,0,2127,0.0001741
create,0,2143,0.00018201
create,0,2159,0.00018201
create,0,2175,0.00018992
create,0,2191,0.000175682
create,0,2207,0.00018992
create,0,2223,0.00018992
create,0,2239,0.000199412
create,0,2255,0.00018992
create,0,2271,0.000199412
create,0,2287,0.000199412
create,0,2303,0.000208904
create,0,2319,0.000180428
create,0,2335,0.000188338
create,0,2351,0.000188338
create,0,2367,0.00019783
create,0,2383,0.000188338
create,0,2399,0.00019783
create,0,2415,0.00019783
create,0,2431,0.000207322
create,0,2447,0.000193084
create,0,2463,0.000202576
create,0,2479,0.000202576
create,0,2495,0.000212068
create,0,2511,0.000202576
create,0,2527,0.000212068
create,0,2543,0.000212068
create,0,2559,0.000219978
create,0,2575,0.000178846
create,0,2591,0.000186756
create,0,2607,0.000186756
create,0,2623,0.000194666
create,0,2639,0.000186756
create,0,2655,0.000194666
create,0,2671,0.000194666
create,0,2687,0.00020574
create,0,2703,0.000193084
create,0,2719,0.000202576
create,0,2735,0.000202576
create,0,2751,0.000212068
create,0,2767,0.000202576
create,0,2783,0.000212068
create,0,2799,0.000212068
create,0,2815,0.000219978
create,0,2831,0.000191502
create,0,2847,0.000200994
create,0,2863,0.000200994
create,0,2879,0.000210486
create,0,2895,0.000200994
create,0,2911,0.000210486
create,0,2927,0.000210486
create,0,2943,0.000218396
create,0,2959,0.000207322
create,0,2975,0.000215232
create,0,2991,0.000215232
create,0,3007,0.000223142
create,0,3023,0.000215232
create,0,3039,0.000223142
create,0,3055,0.000223142
create,0,3071,0.000234216
create,0,3087,0.000177264
create,0,3103,0.000185174
create,0,3119,0.000185174
create,0,3135,0.000193084
create,0,3151,0.000185174
create,0,3167,0.000193084
create,0,3183,0.000193084
create,0,3199,0.000202576
create,0,3215,0.000193084
create,0,3231,0.000202576
create,0,3247,0.000202576
create,0,3263,0.000212068
create,0,3279,0.000202576
create,0,3295,0.000212068
create,0,3311,0.000212068
create,0,3327,0.000219978
create,0,3343,0.000191502
create,0,3359,0.000200994
create,0,3375,0.000200994
create,0,3391,0.000210486
create,0,3407,0.000200994
create,0,3423,0.000210486
create,0,3439,0.000210486
create,0,3455,0.000218396
create,0,3471,0.000207322
create,0,3487,0.000215232
create,0,3503,0.000215232
create,0,3519,0.000223142
create,0,3535,0.000215232
create,0,3551,0.000223142
create,0,3567,0.000223142
create,0,3583,0.000234216
create,0,3599,0.00018992
create,0,3615,0.000199412
create,0,3631,0.000199412
create,0,3647,0.000208904
create,0,3663,0.000199412
create,0,3679,0.000208904
create,0,3695,0.000208904
create,0,3711,0.000216814
create,0,3727,0.000207322
create,0,3743,0.000215232
create,0,3759,0.000215232
create,0,3775,0.000223142
create,0,3791,0.000215232
create,0,3807,0.000223142
create,0,3823,0.000223142
create,0,3839,0.000234216
create,0,3855,0.00020574
create,0,3871,0.00021365
create,0,3887,0.00021365
create,0,3903,0.00022156
create,0,3919,0.00021365
create,0,3935,0.00022156
create,0,3951,0.00022156
create,0,3967,0.000234216
create,0,3983,0.000218396
create,0,3999,0.000226306
create,0,4015,0.000226306
create,0,4031,0.000234216
create,0,4047,0.000226306
create,0,4063,0.000234216
create,0,4079,0.000234216
create,0,4095,0.00024529
create,0,4111,0.000175682
create,0,4127,0.000183592
create,0,4143,0.000183592
create,0,4159,0.000191502
create,0,4175,0.000183592
create,0,4191,0.000191502
create,0,4207,0.000191502
create,0,4223,0.000200994
create,0,4239,0.00018992
create,0,4255,0.000202576
create,0,4271,0.000202576
create,0,4287,0.000212068
create,0,4303,0.000202576
create,0,4319,0.000212068
create,0,4335,0.000212068
create,0,4351,0.000219978
create,0,4367,0.000191502
create,0,4383,0.000200994
create,0,4399,0.000200994
create,0,4415,0.000210486
create,0,4431,0.000200994
create,0,4447,0.000210486
create,0,4463,0.000210486
create,0,4479,0.000218396
create,0,4495,0.000207322
create,0,4511,0.000215232
create,0,4527,0.000215232
create,0,4543,0.000223142
create,0,4559,0.000215232
create,0,4575,0.000223142
create,0,4591,0.000223142
create,0,4607,0.000234216
create,0,4623,0.00018992
create,0,4639,0.000199412
create,0,4655,0.000199412
create,0,4671,0.000208904
create,0,4687,0.000199412
create,0,4703,0.000208904
create,0,4719,0.000208904
create,0,4735,0.000216814
create,0,4751,0.000207322
create,0,4767,0.000215232
create,0,4783,0.000215232
create,0,4799,0.000223142
create,0,4815,0.000215232
create,0,4831,0.000223142
create,0,4847,0.000223142
create,0,4863,0.000234216
create,0,4879,0.00020574
create,0,4895,0.00021365
create,0,4911,0.00021365
create,0,4927,0.00022156
create,0,4943,0.00021365
create,0,4959,0.00022156
create,0,4975,0.00022156
create,0,4991,0.000234216
create,0,5007,0.000218396
create,0,5023,0.000226306
create,0,5039,0.000226306
create,0,5055,0.000234216
create,0,5071,0.000226306
create,0,5087,0.000234216
create,0,5103,0.000234216
create,0,5119,0.00024529
create,0,5135,0.000188338
create,0,5151,0.00019783
create,0,5167,0.00019783
create,0,5183,0.000207322
create,0,5199,0.00019783
create,0,5215,0.000207322
create,0,5231,0.000207322
create,0,5247,0.000215232
create,0,5263,0.000207322
create,0,5279,0.000215232
create,0,5295,0.000215232
create,0,5311,0.000223142
create,0,5327,0.000215232
create,0,5343,0.000223142
create,0,5359,0.000223142
create,0,5375,0.000234216
create,0,5391,0.00020574
create,0,5407,0.00021365
create,0,5423,0.00021365
create,0,5439,0.00022156
create,0,5455,0.00021365
create,0,5471,0.00022156
create,0,5487,0.00022156
create,0,5503,0.000234216
create,0,5519,0.000218396
create,0,5535,0.000226306
create,0,5551,0.000226306
create,0,5567,0.000234216
create,0,5583,0.000226306
create,0,5599,0.000234216
create,0,5615,0.000234216
create,0,5631,0.00024529
create,0,5647,0.000202576
create,0,5663,0.000212068
create,0,5679,0.000212068
create,0,5695,0.000219978
create,0,5711,0.000212068
create,0,5727,0.000219978
create,0,5743,0.000219978
create,0,5759,0.000234216
create,0,5775,0.000218396
create,0,5791,0.000226306
create,0,5807,0.000226306
create,0,5823,0.000234216
create,0,5839,0.000226306
create,0,5855,0.000234216
create,0,5871,0.000234216
create,0,5887,0.00024529
create,0,5903,0.000216814
create,0,5919,0.000224724
create,0,5935,0.000224724
create,0,5951,0.000232634
create,0,5967,0.000224724
create,0,5983,0.000232634
create,0,5999,0.000232634
create,0,6015,0.00024529
create,0,6031,0.00022947
create,0,6047,0.00023738
create,0,6063,0.00023738
create,0,6079,0.00024529
create,0,6095,0.00023738
create,0,6111,0.00024529
create,0,6127,0.00024529
create,0,6143,0.000256364
create,0,6159,0.000186756
create,0,6175,0.000194666
create,0,6191,0.000194666
create,0,6207,0.00020574
create,0,6223,0.000194666
create,0,6239,0.00020574
create,0,6255,0.00020574
create,0,6271,0.00021365
create,0,6287,0.000207322
create,0,6303,0.000215232
create,0,6319,0.000215232
create,0,6335,0.000223142
create,0,6351,0.000215232
create,0,6367,0.000223142
create,0,6383,0.000223142
create,0,6399,0.000234216
create,0,6415,0.00020574
create,0,6431,0.00021365
create,0,6447,0.00021365
create,0,6463,0.00022156
create,0,6479,0.00021365
create,0,6495,0.00022156
create,0,6511,0.00022156
create,0,6527,0.000234216
create,0,6543,0.000218396
create,0,6559,0.000226306
create,0,6575,0.000226306
create,0,6591,0.000234216
create,0,6607,0.000226306
create,0,6623,0.000234216
create,0,6639,0.000234216
create,0,6655,0.00024529
create,0,6671,0.000202576
create,0,6687,0.000212068
create,0,6703,0.000212068
create,0,6719,0.000219978
create,0,6735,0.000212068
create,0,6751,0.000219978
create,0,6767,0.000219978
create,0,6783,0.000234216
create,0,6799,0.000218396
create,0,6815,0.000226306
create,0,6831,0.000226306
create,0,6847,0.000234216
create,0,6863,0.000226306
create,0,6879,0.000234216
create,0,6895,0.000234216
create,0,6911,0.00024529
create,0,6927,0.000216814
create,0,6943,0.000224724
create,0,6959,0.000224724
create,0,6975,0.000232634
create,0,6991,0.000224724
create,0,7007,0.000232634
create,0,7023,0.000232634
create,0,7039,0.00024529
create,0,7055,0.00022947
create,0,7071,0.00023738
create,0,7087,0.00023738
create,0,7103,0.00024529
create,0,7119,0.00023738
create,0,7135,0.00024529
create,0,7151,0.00024529
create,0,7167,0.000256364
create,0,7183,0.000200994
create,0,7199,0.000210486
create,0,7215,0.000210486
create,0,7231,0.000218396
create,0,7247,0.000210486
create,0,7263,0.000218396
create,0,7279,0.000218396
create,0,7295,0.000232634
create,0,7311,0.000218396
create,0,7327,0.000226306
create,0,7343,0.000226306
create,0,7359,0.000234216
create,0,7375,0.000226306
create,0,7391,0.000234216
create,0,7407,0.000234216
create,0,7423,0.00024529
create,0,7439,0.000216814
create,0,7455,0.000224724
create,0,7471,0.000224724
create,0,7487,0.000232634
create,0,7503,0.000224724
create,0,7519,0.000232634
create,0,7535,0.000232634
create,0,7551,0.00024529
create,0,7567,0.00022947
create,0,7583,0.00023738
create,0,7599,0.00023738
create,0,7615,0.00024529
create,0,7631,0.00023738
create,0,7647,0.00024529
create,0,7663,0.00024529
create,0,7679,0.000256364
create,0,7695,0.000215232
create,0,7711,0.000223142
create,0,7727,0.000223142
create,0,7743,0.000231052
create,0,7759,0.000223142
create,0,7775,0.000231052
create,0,7791,0.000231052
create,0,7807,0.00024529
create,0,7823,0.00022947
create,0,7839,0.00023738
create,0,7855,0.00023738
create,0,7871,0.00024529
create,0,7887,0.00023738
create,0,7903,0.00024529
create,0,7919,0.00024529
create,0,7935,0.000256364
create,0,7951,0.000227888
create,0,7967,0.000235798
create,0,7983,0.000235798
create,0,7999,0.000243708
create,0,8015,0.000235798
create,0,8031,0.000243708
create,0,8047,0.000243708
create,0,8063,0.000256364
create,0,8079,0.000240544
create,0,8095,0.000248454
create,0,8111,0.000248454
create,0,8127,0.000256364
create,0,8143,0.000248454
create,0,8159,0.000256364
create,0,8175,0.000259528
create,0,8191,0.000267438
create,0,8192,0.000275348
